Country,Powerplant Name,gppd_idnr,Capacity (MW),Latitude,Longitude,Primary Fuel,Owner,Source
United States of America,Catalina Solar 2  LLC,USA0059334,18.0,34.8122,-118.3528,Solar,Dominion Renewable Energy,U.S. Energy Information Administration
United States of America,Catalina Solar LLC,USA0057708,110.0,34.9383,-118.3345,Solar,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration
United States of America,Cataract (MI),USA0007118,2.0,46.3156,-87.5128,Hydro,Renewable World Energies LLC,U.S. Energy Information Administration
United States of America,Cataract Hydro,USA0001486,6.6,43.4956,-70.4472,Hydro,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration
United States of America,Catawba,USA0006036,2410.2,35.0514,-81.0694,Nuclear,Duke Energy Carolinas  LLC,U.S. Energy Information Administration
United States of America,Catawba River Pollution Control,USA0056553,1.3,35.7766,-81.6643,Oil,City of Morganton - (NC),U.S. Energy Information Administration
United States of America,Catawba Solar LLC,USA0060800,2.0,35.61,-80.53,Solar,Catawba Solar LLC,U.S. Energy Information Administration
United States of America,Caterpillar,USA0050935,13.3,40.4175,-86.8447,Oil,Caterpillar Inc,U.S. Energy Information Administration
United States of America,Causey,USA0007548,2.1,41.2972,-111.5888,Hydro,Weber Basin Water Conserv Dist,U.S. Energy Information Administration
United States of America,Cavendish,USA0003710,1.7,43.3812,-72.5982,Hydro,Green Mountain Power Corp,U.S. Energy Information Administration
United States of America,Cayuga,USA0001001,1184.9,39.9242,-87.4244,Coal,Duke Energy Indiana  LLC,U.S. Energy Information Administration
United States of America,Cayuga Operating Company,USA0002535,322.5,42.6028,-76.6336,Coal,Cayuga Operating Company  LLC,U.S. Energy Information Administration
United States of America,Cecil County CCVT HS,USA0060353,2.0,39.651,-75.8083,Solar,SunE DB42  LLC,U.S. Energy Information Administration
United States of America,Cedar Bayou,USA0003460,1530.0,29.75,-94.9256,Gas,NRG Texas Power LLC,U.S. Energy Information Administration
United States of America,Cedar Bayou 4,USA0056806,535.5,29.7516,-94.9231,Gas,NRG Cedar Bayou Development Company LLC,U.S. Energy Information Administration
United States of America,Cedar Bluff Wind  LLC,USA0060069,198.6,38.6976,-99.7293,Wind,Cedar Bluff Wind  LLC,U.S. Energy Information Administration
United States of America,Cedar Branch,USA0060266,5.9,39.5033,-74.9645,Solar,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration
United States of America,Cedar Cliff,USA0002743,6.4,35.2531,-83.0983,Hydro,Duke Energy Carolinas  LLC,U.S. Energy Information Administration
United States of America,Cedar Creek,USA0003255,45.0,34.5414,-80.8756,Hydro,Duke Energy Carolinas  LLC,U.S. Energy Information Administration
United States of America,Cedar Creek II,USA0057210,248.3,40.9475,-103.7839,Wind,AE Power Services LLC,U.S. Energy Information Administration
United States of America,Cedar Creek PV,USA0061376,1.8,40.6489,-73.5067,Solar,AES Distributed Energy,U.S. Energy Information Administration
United States of America,Cedar Creek Wind,USA0056371,300.5,40.8944,-104.0206,Wind,Leeward Asset Management  LLC,U.S. Energy Information Administration
United States of America,Cedar Falls (WA),USA0006430,30.0,47.4193,-121.7819,Hydro,City of Seattle - (WA),U.S. Energy Information Administration
United States of America,Cedar Falls (WI),USA0003998,6.0,44.9367,-91.8883,Hydro,Northern States Power Co - Minnesota,U.S. Energy Information Administration
United States of America,Cedar Hills,USA0057298,5.4,47.4558,-122.0428,Waste,Bio Energy Washington  LLC,U.S. Energy Information Administration
United States of America,Cedar Hills Wind Farm,USA0057171,19.5,46.2456,-103.7672,Wind,Montana-Dakota Utilities Co,U.S. Energy Information Administration
United States of America,Cedar Point Wind,USA0057315,252.0,39.4218,-103.6781,Wind,Cedar Point LLC,U.S. Energy Information Administration
United States of America,Cedar Ridge,USA0056347,67.7,43.6926,-88.3297,Wind,Wisconsin Power & Light Co,U.S. Energy Information Administration
United States of America,Cedar Solar  LLC,USA0060135,5.0,34.9158,-77.7757,Solar,SRE Utility Solar 1  LLC,U.S. Energy Information Administration
United States of America,Cedar Valley Solar Plant,USA0058599,3.0,37.8078,-113.09,Solar,First Wind O&M  LLC,U.S. Energy Information Administration
United States of America,Cedartown Battery Energy Storage Project,USA0060561,1.0,34.041,-85.2233,Storage,Georgia Power Co,U.S. Energy Information Administration
United States of America,Cedarville CSG,USA0060757,2.5,41.8027,-70.5498,Solar,Altus Power America Management  LLC,U.S. Energy Information Administration
United States of America,Cedro Hill Wind LLC,USA0057260,150.0,27.5761,-98.9053,Wind,NRG Energy Gas & Wind Holdings Inc,U.S. Energy Information Administration
United States of America,Celanese Acetate LLC,USA0052089,27.2,37.3439,-80.765,Gas,Celanese Acetate LLC,U.S. Energy Information Administration
United States of America,Celina Solar Project #1  LLC,USA0058665,4.0,40.5406,-84.5906,Solar,Celina Solar Project #1  LLC,U.S. Energy Information Administration
United States of America,Cellu Tissue,USA0058116,3.0,41.7761,-72.6067,Gas,Dunn Paper East Hartford  LLC,U.S. Energy Information Administration
United States of America,Centaurus Community Solar,USA0060939,2.0,44.9491,-95.5113,Solar,Centaurus Community Solar,U.S. Energy Information Administration
United States of America,Centaurus Solar - MA,USA0061371,2.4,42.253,-71.426,Solar,LSE Centaurus LLC,U.S. Energy Information Administration
United States of America,Centennial,USA0007112,5.1,55.1214,-131.5603,Oil,Metlakatla Power & Light,U.S. Energy Information Administration
United States of America,Centennial Generating Station,USA0057910,11.5,46.8661,-96.7464,Oil,City of Moorhead - (MN),U.S. Energy Information Administration
United States of America,Centennial Wind Farm,USA0056380,120.0,36.6377,-99.6019,Wind,Oklahoma Gas & Electric Co,U.S. Energy Information Administration
United States of America,Center,USA0000491,1.5,37.7536,-106.1047,Oil,City of Center - (CO),U.S. Energy Information Administration
United States of America,Center Falls,USA0010853,1.1,43.0967,-73.4602,Hydro,Hollingworth & Vose Co,U.S. Energy Information Administration
United States of America,Center Hill,USA0006417,135.0,36.0972,-85.8274,Hydro,USCE-Nashville District,U.S. Energy Information Administration
United States of America,Center Peaker,USA0056475,59.8,33.9296,-118.1046,Gas,Southern California Edison Co,U.S. Energy Information Administration
United States of America,Centerville PH,USA0000224,6.4,39.7889,-121.6574,Hydro,Pacific Gas & Electric Co.,U.S. Energy Information Administration
United States of America,Centinela Solar Energy,USA0058430,174.8,32.6869,-115.6478,Solar,Centinela Solar Energy LLC,U.S. Energy Information Administration
United States of America,CentraState Medical Center PV Facility,USA0059630,5.2,40.2361,-74.3214,Solar,KDC Solar O&M LLC,U.S. Energy Information Administration
United States of America,Central Antelope Dry Ranch B LLC,USA0060281,3.0,34.7055,-118.3014,Solar,Sustainable Power Group  LLC,U.S. Energy Information Administration
United States of America,Central Antelope Dry Ranch C,USA0059963,20.0,34.7205,-118.3005,Solar,Sustainable Power Group  LLC,U.S. Energy Information Administration
United States of America,Central District Wastewater Treat Plant,USA0054623,4.8,25.7486,-80.1528,Biomass,Miami Dade Water & Sewer Dept,U.S. Energy Information Administration
United States of America,Central Energy Facility,USA0058400,10.0,34.6794,-82.8403,Gas,Clemson University - Main Campus,U.S. Energy Information Administration
United States of America,Central Energy Plant,USA0007294,70.0,28.4263,-81.5809,Gas,Reedy Creek Improvement Dist,U.S. Energy Information Administration
United States of America,Central Energy Plant USU,USA0058139,5.0,41.7486,-111.8117,Gas,Utah State University,U.S. Energy Information Administration
United States of America,Central Hudson High Falls,USA0000579,3.2,41.8288,-74.1319,Hydro,Central Hudson Gas & Elec Corp,U.S. Energy Information Administration
United States of America,Central Michigan University,USA0056190,4.8,43.5905,-84.779,Gas,Central Michigan University,U.S. Energy Information Administration
United States of America,Central Plains Wind Farm,USA0056818,99.0,38.5032,-101.1615,Wind,Westar Energy Inc,U.S. Energy Information Administration
United States of America,Central Plant,USA0010280,4.1,34.8718,-82.366,Oil,Bob Jones University,U.S. Energy Information Administration
United States of America,Central Power Plant,USA0050621,10.0,41.745,-71.4584,Oil,State of Rhode Island,U.S. Energy Information Administration
United States of America,Central Utilities Plant LAX 2,USA0058258,9.2,33.9439,-118.4042,Gas,LAX Airport,U.S. Energy Information Administration
United States of America,Central Utility Plant,USA0010184,14.3,30.3974,-97.8426,Gas,Minnesota Mining & Mfg Co,U.S. Energy Information Administration
United States of America,Central Utility Plant - Texas A&M,USA0058151,50.1,30.6178,-96.3433,Gas,Texas A&M  Utilities & Energy Services,U.S. Energy Information Administration
United States of America,Central Utility Plant Cincinnati,USA0057908,47.2,39.1345,-84.5094,Gas,University of Cincinnati,U.S. Energy Information Administration
United States of America,Central Utility Plant at White Oak,USA0058207,54.3,39.0394,-76.9825,Gas,GSA Metropolitan Service Center,U.S. Energy Information Administration
United States of America,Central Valley Ag Power,USA0058978,1.5,37.7197,-120.8986,Biomass,Central Valley Ag Power LLC,U.S. Energy Information Administration
United States of America,Century,USA0056252,200.0,42.5644,-93.6369,Wind,MidAmerican Energy Co,U.S. Energy Information Administration
United States of America,Century Drive Solar Farm,USA0061187,1.0,35.8378,-78.6689,Solar,J.T. Hobby and Son  Inc.,U.S. Energy Information Administration
United States of America,Century Generating Facility,USA0055934,44.8,34.0606,-117.3533,Gas,Colton Power LP,U.S. Energy Information Administration
United States of America,CenturyLink Regional HQ,USA0054882,2.0,36.0205,-78.516,Oil,CenturyLink Regional HQ,U.S. Energy Information Administration
United States of America,Ceredo Generating Station,USA0055276,519.0,38.3681,-82.5339,Gas,Appalachian Power Co,U.S. Energy Information Administration
United States of America,Chace Mill Winooski One,USA0054355,7.5,44.49,-73.1875,Hydro,City of Burlington Electric - (VT),U.S. Energy Information Administration
United States of America,Chadbourn Farm,USA0058311,5.0,34.3247,-78.7649,Solar,Chadbourn Farm LLC,U.S. Energy Information Administration
United States of America,Chaffee Gas Recovery,USA0056526,6.4,42.5831,-78.4864,Waste,WM Renewable Energy LLC,U.S. Energy Information Administration
United States of America,Chalk Cliff Limited,USA0050003,46.0,35.0968,-119.4299,Gas,WCAC Operating Company,U.S. Energy Information Administration
United States of America,Chalk Hill,USA0001776,7.8,45.5136,-87.8011,Hydro,Wisconsin Electric Power Co,U.S. Energy Information Administration
United States of America,Chalk Point LLC,USA0001571,2553.0,38.5444,-76.6861,Gas,NRG Chalk Point LLC,U.S. Energy Information Administration
United States of America,Chalmette Refining LLC,USA0050626,5.7,29.9383,-89.97,Other,Chalmette Refining LLC,U.S. Energy Information Administration
United States of America,Chamberlain Wind Project,USA0007974,2.6,43.8485,-99.2476,Wind,Basin Electric Power Coop,U.S. Energy Information Administration
United States of America,Chambers Cogeneration LP,USA0010566,285.0,39.6935,-75.4858,Coal,US Operating Services Company,U.S. Energy Information Administration
United States of America,Chambersburg,USA0055654,87.6,39.8669,-77.6858,Gas,Chambersburg Energy  LLC,U.S. Energy Information Administration
United States of America,Chamon Power LLC,USA0060460,100.0,29.8832,-95.1113,Gas,Peaker Power  LLC,U.S. Energy Information Administration
United States of America,Champepaden Wind Power,USA0055980,2.0,43.8997,-95.9506,Wind,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration
United States of America,Champion Solar,USA0061522,10.8,33.7947,-81.2624,Solar,Champion Solar  LLC,U.S. Energy Information Administration
United States of America,Champion Wind Farm LLC,USA0056592,126.5,32.3983,-100.6481,Wind,E ON Climate Renewables N America LLC,U.S. Energy Information Administration
United States of America,Chanarambie Power Partners  LLC,USA0056142,85.5,44.011,-96.0446,Wind,Allete Clean Energy,U.S. Energy Information Administration
United States of America,Chandler,USA0006406,12.0,46.2668,-119.5898,Hydro,U S Bureau of Reclamation,U.S. Energy Information Administration
United States of America,Chandler Hills Wind Farm,USA0056646,2.0,43.917,-95.954,Wind,EDF Renewable Services Inc,U.S. Energy Information Administration
United States of America,Channel Energy Center LLC,USA0055299,923.8,29.7189,-95.2319,Gas,Channel Energy Center LLC,U.S. Energy Information Administration
United States of America,Channelview Cogeneration Plant,USA0055187,918.3,29.837,-95.1217,Gas,EIF Channelview Cogeneration LLC,U.S. Energy Information Administration
United States of America,Chanute 2,USA0001268,64.0,37.6953,-95.4586,Gas,City of Chanute,U.S. Energy Information Administration
United States of America,Chanute 3,USA0007018,34.8,37.6376,-95.4704,Gas,City of Chanute,U.S. Energy Information Administration
United States of America,Chapman Ranch Wind I,USA0059193,236.0,27.5925,-97.5008,Wind,Chapman Ranch Wind LLC,U.S. Energy Information Administration
United States of America,Chappell,USA0002230,1.1,41.0926,-102.4715,Oil,City of Chappell - (NE),U.S. Energy Information Administration
United States of America,Charles City,USA0056683,14.4,37.4389,-77.1286,Waste,Industrial Power Generating Company LLC,U.S. Energy Information Administration
United States of America,Charles City Wind Farm,USA0056677,75.0,43.0003,-92.62,Wind,MidAmerican Energy Co,U.S. Energy Information Administration
United States of America,Charles D. Lamb Energy Center,USA0058325,122.0,36.8139,-97.1253,Gas,Oklahoma Municipal Power Authority,U.S. Energy Information Administration
United States of America,Charles E Monty,USA0000805,28.4,44.0995,-70.2209,Hydro,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration
United States of America,Charles P Keller,USA0002695,33.8,40.6583,-73.6406,Gas,Village of Rockville Centre - (NY),U.S. Energy Information Administration
United States of America,Charles R Lowman,USA0000056,538.0,31.488,-87.9107,Coal,PowerSouth Energy Cooperative,U.S. Energy Information Administration
United States of America,Charlestown Wind Turbine,USA0058065,1.5,42.3914,-71.0708,Wind,MWRA Charlestown,U.S. Energy Information Administration
United States of America,Charlotte Solar,USA0058722,5.0,35.2619,-81.8217,Solar,Charlotte Solar  LLC (NC),U.S. Energy Information Administration
United States of America,Charlotte Solar LLC VT,USA0059719,2.0,44.322,-73.1976,Solar,Charlotte Solar LLC,U.S. Energy Information Administration
United States of America,Charlton Solar I,USA0059636,4.4,42.1275,-71.9964,Solar,Charlton Solar I  LLC,U.S. Energy Information Administration
United States of America,Charter Dura-Bar,USA0054540,6.0,42.2891,-88.413,Gas,Wells Manufacturing Co,U.S. Energy Information Administration
United States of America,Chasm,USA0002550,3.0,44.7533,-74.2169,Hydro,Erie Boulevard Hydropower LP,U.S. Energy Information Administration
United States of America,Chasm Hydro Partnership,USA0050315,1.6,44.9318,-74.1125,Hydro,Ampersand Chasm Hydro LLC,U.S. Energy Information Administration
United States of America,Chateaugay High Falls Hydro,USA0050093,1.7,44.9099,-74.0858,Hydro,Triton Power Co,U.S. Energy Information Administration
United States of America,Chatham,USA0058254,7.3,42.9344,-85.3475,Gas,City of Lowell - (MI),U.S. Energy Information Administration
United States of America,Chatham Landfill,USA0059077,1.5,41.6861,-70.0061,Solar,CF CVEC Owner One LLC,U.S. Energy Information Administration
United States of America,Chattahoochee Energy Facility,USA0007917,539.7,33.4072,-85.0386,Gas,Oglethorpe Power Corporation,U.S. Energy Information Administration
United States of America,Chattanooga Metropolitan Airport Solar,USA0058515,2.1,35.0246,-85.2086,Solar,Chattanooga Metropolitan Airport,U.S. Energy Information Administration
United States of America,Chatuge,USA0002778,13.2,35.0191,-83.7914,Hydro,Tennessee Valley Authority,U.S. Energy Information Administration
United States of America,Chauncey Farm LLC,USA0059100,4.9,34.3375,-78.5219,Solar,Chauncey Farm,U.S. Energy Information Administration
United States of America,Chautauqua LFGTE Facility,USA0057186,9.6,42.1989,-79.3186,Waste,Innovative Energy Systems Inc,U.S. Energy Information Administration
United States of America,Chaves Solar  LLC,USA0060405,70.0,33.45,-104.456,Solar,Chaves Solar LLC,U.S. Energy Information Administration
United States of America,Cheatham,USA0006418,36.0,36.3208,-87.2219,Hydro,USCE-Nashville District,U.S. Energy Information Administration
United States of America,Cheboygan,USA0050461,1.5,45.6375,-84.4814,Hydro,Great Lakes Tissue Co,U.S. Energy Information Administration
United States of America,Chehalis Generating Facility,USA0055662,698.0,46.6225,-122.9131,Gas,PacifiCorp,U.S. Energy Information Administration
United States of America,Chei Solar,USA0059508,5.0,35.8918,-78.1823,Solar,Cypress Creek Renewables,U.S. Energy Information Administration
United States of America,Chelan,USA0006424,59.2,47.8347,-120.0133,Hydro,PUD No 1 of Chelan County,U.S. Energy Information Administration
United States of America,Chemical,USA0001604,1.6,42.1919,-72.6097,Hydro,City of Holyoke Gas and Electric Dept.,U.S. Energy Information Administration
United States of America,Cheoah,USA0054899,140.0,35.4478,-83.9383,Hydro,Brookfield Smoky Mountain Hydropower LLC,U.S. Energy Information Administration
United States of America,Cherokee,USA0000469,1006.4,39.8073,-104.9645,Gas,Public Service Co of Colorado,U.S. Energy Information Administration
United States of America,Cherokee County Cogen,USA0055043,101.2,35.0727,-81.613,Gas,Cherokee County Cogen Partners LLC,U.S. Energy Information Administration
United States of America,Cherokee Dam,USA0003397,135.0,36.1682,-83.4977,Hydro,Tennessee Valley Authority,U.S. Energy Information Administration
United States of America,Cherokee Falls,USA0010173,4.3,35.0642,-81.5458,Hydro,Aquenergy Systems Inc,U.S. Energy Information Administration
United States of America,Cherry Hill,USA0057734,1.1,39.8761,-75.0086,Solar,NFI Solar LLC,U.S. Energy Information Administration
United States of America,Cherry Street,USA0009038,17.3,42.3886,-71.56,Oil,Town of Hudson - (MA),U.S. Energy Information Administration
United States of America,Cherrydale Solar Power Facility,USA0061375,20.0,37.3694,-75.9141,Solar,Dominion Renewable Energy,U.S. Energy Information Administration
United States of America,Cherryville City Hall,USA0056340,1.8,35.3778,-81.38,Oil,North Carolina Mun Power Agny #1,U.S. Energy Information Administration
United States of America,Chesapeake,USA0003803,67.4,36.7711,-76.3019,Oil,Virginia Electric & Power Co,U.S. Energy Information Administration
United States of America,Chesapeake College,USA0060465,1.5,38.9534,-76.0832,Solar,Tesla Inc.,U.S. Energy Information Administration
United States of America,Chester Diversion Hydroelectric Project,USA0056893,3.6,44.0183,-111.5836,Hydro,Fall River Rural Elec Coop Inc,U.S. Energy Information Administration
United States of America,Chester Generating Station,USA0003157,55.8,39.8301,-75.3837,Oil,Exelon Power,U.S. Energy Information Administration
United States of America,Chester Lake,USA0007168,1.3,55.1169,-131.5459,Hydro,Metlakatla Power & Light,U.S. Energy Information Administration
United States of America,Chester Operations,USA0050410,67.0,39.8437,-75.3588,Petcoke,Kimberly-Clark Corp,U.S. Energy Information Administration
United States of America,Chester Power Partners,USA0059755,2.2,43.2809,-72.5976,Solar,Chester Power Partners LLC,U.S. Energy Information Administration
United States of America,Chester Solar Farm,USA0059767,4.8,42.312,-72.949,Solar,Kearsarge Solar LLC,U.S. Energy Information Administration
United States of America,Chesterfield,USA0003797,1799.5,37.3822,-77.3833,Coal,Virginia Electric & Power Co,U.S. Energy Information Administration
United States of America,Chesterfield Landfill Gas,USA0056684,14.4,37.3517,-77.4969,Waste,Industrial Power Generating Company LLC,U.S. Energy Information Administration
United States of America,Chestnut Flats Wind Farm,USA0057268,38.0,40.5228,-78.4769,Wind,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration
United States of America,Chestnut Ridge Gas Recovery,USA0050570,4.8,36.1172,-84.0317,Waste,WM Renewable Energy LLC,U.S. Energy Information Administration
United States of America,Cheswick Power Plant,USA0008226,637.0,40.5383,-79.7906,Coal,NRG Power Midwest LP,U.S. Energy Information Administration
United States of America,Chevak,USA0006311,1.8,61.5253,-165.5902,Oil,Alaska Village Elec Coop  Inc,U.S. Energy Information Administration
United States of America,Chevron Oil,USA0002047,170.5,30.34,-88.4919,Gas,Mississippi Power Co,U.S. Energy Information Administration
United States of America,Cheyenne Prairie Generating Station,USA0057703,140.0,41.1236,-104.72,Gas,Black Hills Service Company LLC,U.S. Energy Information Administration
United States of America,Chicago Park,USA0000412,44.0,39.1779,-120.8909,Hydro,Nevada Irrigation District,U.S. Energy Information Administration
United States of America,Chicago West Side Energy Center,USA0059794,3.5,41.8708,-87.6784,Gas,Energy Systems Group LLC,U.S. Energy Information Administration
United States of America,Chickamauga,USA0003398,159.6,35.1018,-85.2295,Hydro,Tennessee Valley Authority,U.S. Energy Information Administration
United States of America,Chicopee Granby Road Solar,USA0059626,1.6,42.1581,-72.5958,Solar,Citizens Enterprises Corporation,U.S. Energy Information Administration
United States of America,Chicopee Hydroelectric Station,USA0050832,2.4,42.1596,-72.5828,Hydro,City of Chicopee - (MA),U.S. Energy Information Administration
United States of America,Chicopee River Solar,USA0059625,2.0,42.1503,-72.5522,Solar,Citizens Enterprises Corporation,U.S. Energy Information Administration
United States of America,Chicopee Solar,USA0059030,3.0,42.1856,-72.5825,Solar,Citizens Enterprises Corporation,U.S. Energy Information Administration
United States of America,Chief Joseph,USA0003921,2456.2,47.9951,-119.6404,Hydro,USACE Northwestern Division,U.S. Energy Information Administration
United States of America,Childrens Hospital,USA0010175,10.0,32.7992,-117.1517,Oil,DTE San Diego COGEN Inc.,U.S. Energy Information Administration
United States of America,Chilhowee,USA0054901,49.8,35.5453,-84.0503,Hydro,Brookfield Smoky Mountain Hydropower LLC,U.S. Energy Information Administration
United States of America,Chili Bar,USA0000225,7.0,38.7718,-120.8132,Hydro,Pacific Gas & Electric Co.,U.S. Energy Information Administration
United States of America,Chillicothe,USA0002122,90.0,39.7834,-93.5641,Gas,Chillicothe Municipal Utils,U.S. Energy Information Administration
United States of America,Chillicothe Solar Farm,USA0061223,2.5,39.7888,-93.5368,Solar,MC Power Companies Inc,U.S. Energy Information Administration
United States of America,Chimes West Friendship (Nixon Farms),USA0059743,1.5,39.2967,-76.9574,Solar,SunE SEM 1  LLC,U.S. Energy Information Administration
United States of America,China Mill Hydro,USA0050103,1.7,43.1287,-71.4599,Hydro,New Hampshire Hydro Associates,U.S. Energy Information Administration
United States of America,Chino Mines,USA0054667,54.0,32.6956,-108.1225,Gas,FreePort-McMoRan-Corp-Chino Mines,U.S. Energy Information Administration
United States of America,Chino Solar Valley,USA0057560,19.0,34.7184,-112.429,Solar,Arizona Public Service Co,U.S. Energy Information Administration
United States of America,Chippewa Falls,USA0004000,21.6,44.9308,-91.3889,Hydro,Northern States Power Co - Minnesota,U.S. Energy Information Administration
United States of America,Chisago Community Solar,USA0060711,4.0,45.4134,-92.683,Solar,Chisago Community Solar,U.S. Energy Information Administration
United States of America,Chisago Solar,USA0060522,6.5,45.4525,-92.902,Solar,Enel Green Power NA  Inc.,U.S. Energy Information Administration
United States of America,Chisholm View Wind Project,USA0058041,300.0,36.5747,-97.6736,Wind,Chisholm View Wind Project,U.S. Energy Information Administration
United States of America,Chittenden County Solar Partners,USA0057481,2.2,44.4361,-73.1453,Solar,Chittenden County Solar Partners LLC,U.S. Energy Information Administration
United States of America,Chocksett Rd Energy Storage Project,USA0060959,2.0,42.4518,-71.7377,Storage,Sterling Municipal Light Department,U.S. Energy Information Administration
United States of America,Choco Solar  LLC,USA0059899,5.0,35.482,-77.1131,Solar,Choco Solar LLC,U.S. Energy Information Administration
United States of America,Chocowinity Solar LLC,USA0058675,5.0,35.515,-77.09,Solar,O2energies  Inc.,U.S. Energy Information Administration
United States of America,Choctaw County,USA0055706,899.0,33.2881,-89.4201,Gas,NRG Wholesale Generation LP,U.S. Energy Information Administration
United States of America,Cholla,USA0000113,839.9,34.9394,-110.3033,Coal,Arizona Public Service Co,U.S. Energy Information Administration
United States of America,Chopin Wind LLC,USA0059076,10.0,45.88,-118.4633,Wind,BayWa r.e Wind LLC,U.S. Energy Information Administration
United States of America,Chouteau,USA0007757,1069.6,36.2221,-95.2771,Gas,Associated Electric Coop  Inc,U.S. Energy Information Administration
United States of America,Chowchilla II,USA0056185,49.6,37.1073,-120.2485,Gas,California Power Holdings LLC,U.S. Energy Information Administration
United States of America,Christiana,USA0000591,52.0,39.7302,-75.5371,Oil,Calpine Mid-Atlantic Generation LLC,U.S. Energy Information Administration
United States of America,Christmas Tree Shops DC Burlington NJ,USA0058094,2.1,40.1042,-74.8128,Solar,Bed Bath & Beyond,U.S. Energy Information Administration
United States of America,Christoffer Wind Energy I LLC,USA0056709,2.1,43.6256,-95.3725,Wind,Cisco,U.S. Energy Information Administration
United States of America,Christoffer Wind Energy II LLC,USA0056710,2.1,43.6256,-95.3672,Wind,Cisco,U.S. Energy Information Administration
United States of America,Christoffer Wind Energy III LLC,USA0056711,2.1,43.6256,-95.3619,Wind,Cisco,U.S. Energy Information Administration
United States of America,Christoffer Wind Energy IV LLC,USA0056712,2.1,43.6256,-95.3567,Wind,Cisco,U.S. Energy Information Administration
United States of America,Chuck Lenzie Generating Station,USA0055322,1465.6,36.3837,-114.9218,Gas,Nevada Power Co,U.S. Energy Information Administration
United States of America,Chuckawalla Solar,USA0058506,4.0,33.5683,-114.9181,Solar,Chuckawalla Solar LLC,U.S. Energy Information Administration
United States of America,Chuckawalla Valley State Prison,USA0057011,1.0,33.5653,-114.9036,Solar,SunE CPA CDC1 LLC,U.S. Energy Information Administration
United States of America,Chula Vista Energy Center,USA0055540,44.0,32.5917,-117.0586,Gas,Wellhead Energy  LLC,U.S. Energy Information Administration
United States of America,Church Hill,USA0060737,6.0,39.1009,-75.9597,Solar,Marina Energy LLC,U.S. Energy Information Administration
United States of America,Church Street Plant,USA0007438,7.3,38.7523,-77.4629,Oil,City of Manassas - (VA),U.S. Energy Information Administration
United States of America,Cibola,USA0059619,7.6,35.2011,-107.2452,Solar,PNM Resources,U.S. Energy Information Administration
United States of America,Cimarron Bend Wind Project I  LLC,USA0060687,200.0,37.355,-99.991,Wind,Cimarron Bend Wind Project I  LLC,U.S. Energy Information Administration
United States of America,Cimarron Bend Wind Project II  LLC,USA0060688,200.0,37.355,-99.991,Wind,Cimarron Bend Wind Project II  LLC,U.S. Energy Information Administration
United States of America,Cimarron River,USA0001230,65.0,37.1611,-100.7619,Gas,Sunflower Electric Power Corp,U.S. Energy Information Administration
United States of America,Cimarron Solar Facility,USA0057243,30.6,36.4681,-104.6357,Solar,Southern Power Co,U.S. Energy Information Administration
United States of America,Cimarron Wind Energy LLC,USA0057762,165.6,37.8739,-100.2803,Wind,Cimarron Wind Energy LLC,U.S. Energy Information Administration
United States of America,Cimarron Windpower II,USA0057663,131.0,37.9013,-100.372,Wind,Cimarron Windpower II  LLC,U.S. Energy Information Administration
United States of America,Cinnamon Bay Edgeboro Landfill,USA0058208,9.6,40.4653,-74.3939,Waste,Cinnamon Bay LLC,U.S. Energy Information Administration
United States of America,Cirrus Solar LLC,USA0058674,5.0,35.9694,-78.265,Solar,O2energies  Inc.,U.S. Energy Information Administration
United States of America,Cirrus Wind 1 LLC,USA0058162,61.2,33.0331,-101.6875,Wind,Cirrus Wind 1 LLC,U.S. Energy Information Administration
United States of America,Citizen B,USA0059738,5.0,36.7238,-120.4321,Solar,Sustainable Power Group  LLC,U.S. Energy Information Administration
United States of America,Citizens Agawam Landfill Solar,USA0061596,1.8,42.093,-72.5972,Solar,Citizens Enterprises Corporation,U.S. Energy Information Administration
United States of America,Citrus Solar Energy Center,USA0060061,74.5,27.3209,-81.8069,Solar,Florida Power & Light Co,U.S. Energy Information Administration
United States of America,City & County of Denver at Denver Int'l,USA0057645,3.4,39.9041,-104.6542,Solar,Denver Airport Solar  LLC,U.S. Energy Information Administration
United States of America,City Light & Water,USA0007481,1.3,40.328,-98.4503,Oil,City of Blue Hill - (NE),U.S. Energy Information Administration
United States of America,City Power Plant,USA0000841,8.0,43.4914,-112.0454,Hydro,City of Idaho Falls - (ID),U.S. Energy Information Administration
United States of America,City West Diesel Plant,USA0057886,7.2,34.7225,-81.6469,Oil,Lockhart Power Co,U.S. Energy Information Administration
United States of America,City of Boulder WWTP,USA0057681,1.0,40.048,-105.1803,Solar,SunE NLB-2  LLC,U.S. Energy Information Administration
United States of America,City of Havre De Grace C,USA0060668,2.0,39.436,-76.22,Solar,Constellation New Energy Inc.,U.S. Energy Information Administration
United States of America,City of Hayward WWTP,USA0058525,2.1,37.6335,-122.1397,Biomass,City of Hayward,U.S. Energy Information Administration
United States of America,City of Lexington,USA0061467,3.5,40.757,-99.734,Solar,IGS ORIX Solar I  LLC,U.S. Energy Information Administration
